e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MinEssentialKnots,m_CountDeclInstanceVariablePublic,m_AvgLineCode,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_AvgLine,m_CountLineBlank,m_AvgCyclomatic,m_CountDeclMethodDefault,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_AvgEssential,m_CountLineInactive,m_AvgLineBlank,m_AvgLineComment,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLinePreprocessor,m_MaxEssentialKnots,m_CountLineCode,m_CountSemicolon,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclMethodFriend,m_Knots,m_CountDeclMethodConst,m_CountDeclInstanceVariablePrivate,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,m_CountDeclInstanceVariableProtected,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,_class_
34,4,190,9,4,-1,-1,0,1,8,8,0,43,1,0,1,1,8,16,0,-1,0,0,41,56,1,-1,-1,91,-1,29,1,41,8,190,-1,-1,-1,-1,1,45,8,-1,0,0,0,0,0,0,0,0,0,-30,32,0,-30,-10,0,0,0,2,0,-10,0,N
34,162,696,52,22,-1,-1,0,14,50,67,0,173,1,0,1,1,63,95,0,-1,0,0,151,168,10,-1,-1,355,-1,136,11,142,38,696,-1,-1,-1,-1,1,231,64,-1,0,18,22,42,-1,0,0,22,16,22,56,0,62,28,0,24,16,160,0,44,22,N
64,2,72,5,2,-1,-1,0,2,2,3,0,7,1,0,1,1,3,3,0,-1,0,0,15,35,2,-1,-1,31,-1,3,2,12,2,72,-1,-1,-1,-1,1,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
64,2,72,5,2,-1,-1,0,2,2,3,0,6,1,0,1,1,3,3,0,-1,0,0,16,35,2,-1,-1,32,-1,3,2,12,2,72,-1,-1,-1,-1,1,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
64,2,72,5,2,-1,-1,0,2,2,3,0,6,1,0,1,1,3,3,0,-1,0,0,16,35,2,-1,-1,32,-1,3,2,12,2,72,-1,-1,-1,-1,1,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
28,67,170,8,1,-1,-1,0,3,5,10,0,33,2,0,2,2,10,20,0,-1,0,0,28,64,3,-1,-1,72,-1,23,3,35,5,169,-1,-1,-1,-1,1,43,10,-1,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,35,0,0,0,N
28,132,304,12,1,-1,-1,0,2,18,19,0,47,1,0,1,1,19,28,0,-1,0,0,37,162,2,-1,-1,95,-1,37,2,39,18,304,-1,-1,-1,-1,1,65,19,-1,0,-1,-1,2,0,0,0,-1,-1,-1,94,0,-2,-1,0,-1,-1,94,0,-2,-1,N
28,94,269,4,1,-1,-1,0,3,16,21,0,53,1,0,1,1,22,31,0,-1,0,0,42,108,4,-1,-1,108,-1,37,3,48,16,269,-1,-1,-1,-1,1,68,21,-1,0,-2,-2,1,0,0,0,-2,-2,-2,53,0,-6,-2,0,-2,-2,48,0,-4,-2,N
28,3,61,26,8,-1,-1,0,1,1,1,0,17,1,0,1,1,1,14,0,-1,0,0,0,15,1,-1,-1,29,-1,0,1,27,1,61,-1,-1,-1,-1,1,14,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-2,0,0,-2,0,-3,0,-1,0,N
28,60,250,16,5,-1,-1,0,4,10,15,0,55,1,0,1,1,15,29,0,-1,0,0,98,36,4,-1,-1,162,-1,88,4,52,10,249,-1,-1,-1,-1,1,117,15,-1,0,-1,-1,-6,0,0,0,-1,-1,-3,0,0,-4,-1,0,0,-1,-10,0,-2,-1,N
27,21,203,2,1,-1,-1,0,1,15,15,0,43,1,0,1,1,15,25,0,-1,0,0,20,79,1,-1,-1,81,-1,20,1,45,15,203,-1,-1,-1,-1,1,45,15,-1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,N
27,18,326,22,9,-1,-1,0,4,14,20,0,77,1,0,1,1,20,30,0,-1,0,0,77,91,4,-1,-1,157,-1,64,4,63,14,325,-1,-1,-1,-1,1,94,20,-1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,N
27,4,207,3,1,-1,-1,0,1,15,15,0,43,1,0,1,1,15,25,0,-1,0,0,20,83,1,-1,-1,81,-1,20,1,45,15,207,-1,-1,-1,-1,1,45,15,-1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,N
27,13,187,10,4,-1,-1,0,1,8,8,0,43,1,0,1,1,8,16,0,-1,0,0,41,58,1,-1,-1,86,-1,29,1,36,8,187,-1,-1,-1,-1,1,45,8,-1,0,0,0,0,0,0,0,0,0,0,2,0,-5,0,0,-5,0,-3,0,0,0,N
27,7,173,6,2,-1,-1,0,3,12,14,0,38,1,0,1,1,14,21,0,-1,0,0,37,51,3,-1,-1,84,-1,30,3,32,12,173,-1,-1,-1,-1,1,51,14,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,N
42,7,285,14,5,-1,-1,0,16,13,36,0,46,3,0,3,3,36,37,0,-1,0,0,79,34,16,-1,-1,205,-1,65,16,100,10,285,-1,-1,-1,-1,1,102,36,-1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,N
144,23,139,1,1,-1,-1,0,3,8,10,0,22,1,0,1,1,10,16,0,-1,0,0,34,45,3,-1,-1,74,-1,24,3,28,6,139,-1,-1,-1,-1,1,40,10,-1,0,2,2,2,-1,-1,-1,2,2,2,13,0,8,2,0,3,2,23,0,4,2,Y
144,15,329,26,10,-1,-1,0,6,7,17,0,66,2,0,1,1,12,32,0,-1,0,0,115,75,5,-1,-1,192,-1,77,5,63,7,329,-1,-1,-1,-1,1,109,13,-1,0,0,-1,2,0,0,-1,-1,-1,-5,7,-1,-9,-3,-1,-3,0,1,0,-4,-1,N
144,20,387,20,6,-1,-1,0,9,7,18,0,58,2,0,2,2,18,38,0,-1,0,0,140,101,9,-1,-1,242,-1,116,9,82,7,387,-1,-1,-1,-1,1,154,18,-1,-2,0,-2,1,0,0,0,-2,-1,-6,0,-2,-10,-4,-2,-3,0,-8,0,-5,-2,N
144,62,404,15,9,-1,-1,0,5,7,14,0,79,2,0,2,2,14,39,0,-1,0,0,164,65,5,-1,-1,261,-1,128,5,86,7,404,-1,-1,-1,-1,1,167,14,-1,-2,0,-2,0,0,0,0,-2,-1,13,0,-2,19,-4,-2,6,0,20,0,-5,-2,Y
144,33,286,12,8,-1,-1,0,4,4,10,0,53,2,0,2,2,10,31,0,-1,0,0,121,33,4,-1,-1,201,-1,81,4,71,4,286,-1,-1,-1,-1,1,112,10,-1,-2,0,-2,-2,-1,-1,-1,-2,-1,-6,-14,-2,-10,-4,-2,-3,0,-25,0,-5,-2,N
234,279,307,6,0,-1,-1,0,1,18,18,0,29,1,0,1,1,18,18,0,-1,0,0,37,172,1,-1,-1,105,-1,29,1,43,18,306,-1,-1,-1,-1,1,47,18,-1,0,13,13,14,0,0,0,13,15,-3,134,0,17,12,0,0,13,165,0,27,13,N
234,88,191,6,4,-1,-1,0,1,6,6,0,16,1,0,1,1,6,4,0,-1,0,0,35,93,1,-1,-1,82,-1,10,1,40,6,191,-1,-1,-1,-1,1,14,6,-1,0,1,1,1,0,0,0,1,0,2,51,0,4,2,0,1,1,56,0,2,1,N
234,162,107,2,0,-1,-1,0,3,9,13,0,17,1,0,1,1,13,12,0,-1,0,0,14,36,3,-1,-1,54,-1,14,3,23,9,107,-1,-1,-1,-1,1,26,13,-1,0,-3,-3,-22,0,0,0,-3,-8,-4,19,0,-15,-4,0,-5,-3,-18,0,-12,-3,N
234,30,65,4,1,-1,-1,0,1,3,3,0,12,1,0,1,1,3,3,0,-1,0,0,11,21,1,-1,-1,32,-1,8,1,17,3,65,-1,-1,-1,-1,1,11,3,-1,0,0,0,4,0,0,0,0,0,-10,0,0,-8,3,0,2,0,-4,0,3,0,N
234,4,115,8,2,-1,-1,0,9,4,12,0,29,3,0,4,3,18,8,0,-1,0,0,42,17,15,-1,-1,68,-1,35,9,19,4,114,-1,-1,-1,-1,1,43,12,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
234,15,689,53,22,-1,-1,0,14,49,66,0,177,1,0,1,1,62,92,0,-1,0,0,149,164,10,-1,-1,348,-1,134,11,138,37,689,-1,-1,-1,-1,1,226,63,-1,0,-1,-1,4,0,0,0,-1,-3,-2,-4,0,-7,-2,0,-4,-1,-7,0,-5,-1,N
234,9,329,13,8,-1,-1,0,5,13,19,0,62,1,0,1,1,19,36,0,-1,0,0,113,65,5,-1,-1,202,-1,53,5,70,10,329,-1,-1,-1,-1,1,89,19,-1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,3,0,1,0,N
73,2,88,7,4,-1,-1,0,1,3,3,0,31,1,0,1,1,3,5,0,-1,0,0,7,31,1,-1,-1,26,-1,7,1,11,3,88,-1,-1,-1,-1,1,12,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,2,80,2,0,-1,-1,0,1,4,4,0,8,1,0,1,1,4,6,0,-1,0,0,4,48,1,-1,-1,24,-1,4,1,14,4,80,-1,-1,-1,-1,1,10,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,1,268,5,1,-1,-1,0,3,16,21,0,53,1,0,1,1,22,31,0,-1,0,0,42,108,4,-1,-1,107,-1,37,3,47,16,268,-1,-1,-1,-1,1,68,21,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
73,1,109,7,2,-1,-1,0,5,4,8,0,22,2,0,2,2,8,14,0,-1,0,0,32,16,5,-1,-1,71,-1,21,5,32,4,109,-1,-1,-1,-1,1,35,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
73,2,232,4,0,-1,-1,0,4,8,18,0,52,2,0,2,2,19,33,0,-1,0,0,69,40,5,-1,-1,139,-1,56,4,58,8,231,-1,-1,-1,-1,1,89,18,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,2,396,6,3,-1,-1,0,6,20,44,0,93,2,0,2,2,41,53,0,-1,0,0,133,52,6,-1,-1,250,-1,117,5,85,20,395,-1,-1,-1,-1,6,170,41,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,5,288,15,5,-1,-1,0,16,13,36,0,46,3,0,3,3,36,37,0,-1,0,0,79,37,16,-1,-1,205,-1,65,16,100,10,288,-1,-1,-1,-1,1,102,36,-1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,Y
73,1060,135,8,5,-1,-1,0,3,9,13,0,35,1,0,1,1,13,27,0,-1,0,0,28,18,3,-1,-1,82,-1,23,3,40,7,135,-1,-1,-1,-1,1,50,13,-1,0,-1,-1,-153,0,0,0,-1,-1,0,-905,0,-2,0,0,-1,-1,-1060,0,-1,-1,N
73,6,139,2,2,-1,-1,0,3,8,10,0,23,1,0,1,1,10,16,0,-1,0,0,34,45,3,-1,-1,73,-1,24,3,28,6,139,-1,-1,-1,-1,1,40,10,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,N
73,2,431,23,2,-1,-1,0,10,11,28,0,65,2,0,2,2,28,61,0,-1,0,0,131,105,10,-1,-1,264,-1,109,10,108,11,431,-1,-1,-1,-1,1,170,28,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,2,165,13,6,-1,-1,0,4,5,9,0,33,1,0,1,1,9,22,0,-1,0,0,34,47,4,-1,-1,86,-1,24,4,43,5,165,-1,-1,-1,-1,1,46,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
73,2,104,9,5,-1,-1,0,3,3,5,0,20,1,0,1,1,5,14,0,-1,0,0,18,30,3,-1,-1,54,-1,14,3,31,3,104,-1,-1,-1,-1,1,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
73,2,142,6,2,-1,-1,0,9,9,11,0,21,3,0,3,3,11,15,0,-1,0,0,55,30,9,-1,-1,95,-1,33,9,29,3,142,-1,-1,-1,-1,1,48,11,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,2,95,13,6,-1,-1,0,2,3,4,0,15,1,0,1,1,4,13,0,-1,0,0,9,35,2,-1,-1,45,-1,8,2,31,3,95,-1,-1,-1,-1,1,21,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
73,2,189,11,6,-1,-1,0,4,4,7,0,37,1,0,1,1,7,16,0,-1,0,0,41,70,4,-1,-1,82,-1,30,4,33,4,189,-1,-1,-1,-1,1,46,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,26,333,7,0,-1,-1,0,1,20,20,0,34,1,0,1,1,20,21,0,-1,0,0,39,186,1,-1,-1,112,-1,31,1,46,20,332,-1,-1,-1,-1,1,52,20,-1,0,2,2,5,0,0,0,2,3,2,14,0,7,2,0,3,2,26,0,5,2,N
73,8,71,5,1,-1,-1,0,1,3,3,0,14,1,0,1,1,3,3,0,-1,0,0,12,24,1,-1,-1,33,-1,9,1,17,3,71,-1,-1,-1,-1,1,12,3,-1,0,0,0,2,0,0,0,0,0,1,3,0,1,1,0,0,0,6,0,1,0,Y
73,5,57,1,0,-1,-1,0,2,3,4,0,10,1,0,1,1,4,2,0,-1,0,0,5,24,2,-1,-1,23,-1,5,2,11,3,57,-1,-1,-1,-1,1,7,4,-1,1,0,1,1,0,0,0,1,1,1,0,1,2,1,1,1,0,3,0,2,1,N
73,5,45,1,0,-1,-1,0,2,1,2,0,7,2,0,2,2,2,2,0,-1,0,0,3,24,2,-1,-1,14,-1,3,2,8,1,45,-1,-1,-1,-1,1,5,2,-1,1,0,1,1,1,1,1,1,1,1,0,1,2,1,1,1,0,3,0,2,1,N
221,29,60,1,0,-1,-1,0,1,1,1,0,12,1,0,1,1,1,1,0,-1,0,0,8,29,1,-1,-1,19,-1,6,1,9,1,60,-1,-1,-1,-1,1,7,1,-1,0,0,0,5,0,0,0,0,0,-4,-2,0,-4,4,0,0,0,-1,0,4,0,N
221,3,131,11,3,-1,-1,0,2,3,4,0,15,1,0,1,1,4,12,0,-1,0,0,32,43,2,-1,-1,73,-1,11,2,36,3,131,-1,-1,-1,-1,1,23,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,N
32,14,63,3,2,-1,-1,0,2,2,3,0,7,1,0,1,1,3,6,0,-1,0,0,20,15,2,-1,-1,41,-1,9,2,18,2,63,-1,-1,-1,-1,1,15,3,-1,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,-2,0,2,0,2,0,Y
32,15,68,3,1,-1,-1,0,2,3,4,0,7,1,0,1,1,4,8,0,-1,0,0,16,16,2,-1,-1,45,-1,12,2,25,3,68,-1,-1,-1,-1,2,20,4,-1,0,0,0,2,0,0,0,0,0,2,0,0,-1,2,0,-3,0,1,0,2,0,Y
90,2,71,2,2,-1,-1,0,2,3,4,0,5,1,0,1,1,4,8,0,-1,0,0,15,16,2,-1,-1,50,-1,10,2,30,3,71,-1,-1,-1,-1,2,18,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
90,2,63,4,3,-1,-1,0,2,2,3,0,7,1,0,1,1,3,6,0,-1,0,0,20,15,2,-1,-1,41,-1,9,2,18,2,63,-1,-1,-1,-1,1,15,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
90,2,68,4,2,-1,-1,0,2,3,4,0,7,1,0,1,1,4,8,0,-1,0,0,16,16,2,-1,-1,45,-1,12,2,25,3,68,-1,-1,-1,-1,2,20,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
50,2,65,5,2,-1,-1,0,1,2,2,0,8,1,0,1,1,2,2,0,-1,0,0,21,20,1,-1,-1,37,-1,3,1,13,2,65,-1,-1,-1,-1,1,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
50,152,226,9,1,-1,-1,0,3,5,12,0,29,2,0,2,2,12,21,0,-1,0,0,34,116,3,-1,-1,81,-1,29,3,36,5,225,-1,-1,-1,-1,1,50,12,-1,0,0,2,-4,0,0,0,2,1,6,52,0,9,6,0,1,0,56,0,7,2,N
153,154,276,10,1,-1,-1,0,4,9,20,0,37,2,0,3,2,21,32,0,-1,0,0,51,123,5,-1,-1,117,-1,46,4,48,7,275,-1,-1,-1,-1,1,78,20,-1,1,4,8,8,0,1,0,9,11,17,7,2,36,17,1,12,2,50,0,28,8,N
153,77,291,13,1,-1,-1,0,2,17,18,0,44,1,0,1,1,18,26,0,-1,0,0,36,157,2,-1,-1,91,-1,35,2,37,17,291,-1,-1,-1,-1,1,61,18,-1,0,-1,-1,-3,0,0,0,-1,-2,-1,-5,0,-4,-2,0,-2,-1,-13,0,-4,-1,N
153,20,278,6,1,-1,-1,0,3,16,21,0,53,1,0,1,1,22,35,0,-1,0,0,43,112,4,-1,-1,113,-1,38,3,52,16,278,-1,-1,-1,-1,1,73,21,-1,0,0,0,0,0,0,0,0,4,1,4,0,6,1,0,5,0,10,0,5,0,Y
153,7,361,29,14,-1,-1,0,7,31,41,0,63,1,0,1,1,41,50,0,-1,0,0,71,120,7,-1,-1,183,-1,66,7,75,31,362,-1,-1,-1,-1,1,116,41,-1,0,-1,-1,0,0,0,0,-1,-1,-3,4,0,-5,-3,0,-1,-1,-1,0,-4,-1,N
153,5,208,4,1,-1,-1,0,1,15,15,0,43,1,0,1,1,15,24,0,-1,0,0,19,86,1,-1,-1,79,-1,19,1,44,15,208,-1,-1,-1,-1,1,43,15,-1,0,0,0,0,0,0,0,0,-1,-1,3,0,-2,-1,0,-1,0,1,0,-2,0,N
153,11,188,11,4,-1,-1,0,1,7,7,0,39,1,0,1,1,7,15,0,-1,0,0,39,68,1,-1,-1,82,-1,27,1,35,7,188,-1,-1,-1,-1,1,42,7,-1,0,-1,-1,-4,0,0,0,-1,-1,-2,10,0,-4,-2,0,-1,-1,1,0,-3,-1,N
153,11,170,7,2,-1,-1,0,3,10,12,0,37,1,0,1,1,12,19,0,-1,0,0,34,56,3,-1,-1,77,-1,27,3,30,10,170,-1,-1,-1,-1,1,46,12,-1,0,-2,-2,-1,0,0,0,-2,-2,-3,5,0,-7,-3,0,-2,-2,-3,0,-5,-2,N
45,4,61,2,2,-1,-1,0,1,3,3,0,6,1,0,1,1,3,14,0,-1,0,0,7,19,1,-1,-1,36,-1,7,1,25,3,61,-1,-1,-1,-1,1,21,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
51,2,61,1,1,-1,-1,0,1,2,2,0,12,1,0,1,1,2,3,0,-1,0,0,13,21,1,-1,-1,28,-1,4,1,12,2,61,-1,-1,-1,-1,1,7,2,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-2,0,-1,0,N
70,60,431,1,1,-1,-1,0,15,6,24,0,99,4,0,4,4,27,49,0,-1,0,0,172,54,18,-1,-1,279,-1,112,15,95,6,431,-1,-1,-1,-1,1,161,24,-1,0,1,1,3,0,-1,0,1,1,-1,9,0,3,1,0,3,1,14,0,2,1,N
70,32,170,11,3,-1,-1,0,2,7,9,0,36,1,0,1,1,9,20,0,-1,0,0,24,60,2,-1,-1,73,-1,25,2,41,7,169,-1,-1,-1,-1,1,45,9,-1,0,1,2,5,0,0,0,2,3,5,7,0,14,6,0,8,1,26,0,9,2,N
175,10,95,4,3,-1,-1,0,1,4,4,0,10,1,0,1,1,4,7,0,-1,0,0,30,34,1,-1,-1,52,-1,8,1,17,4,95,-1,-1,-1,-1,2,15,4,-1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,N
175,9,83,4,3,-1,-1,0,1,2,2,0,10,1,0,1,1,2,4,0,-1,0,0,24,31,1,-1,-1,42,-1,2,1,15,2,83,-1,-1,-1,-1,1,6,2,-1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,N
175,22,375,30,14,-1,-1,0,7,31,41,0,65,1,0,1,1,41,50,0,-1,0,0,71,132,7,-1,-1,183,-1,66,7,75,31,376,-1,-1,-1,-1,1,116,41,-1,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,14,0,0,0,N
175,10,258,17,5,-1,-1,0,4,10,15,0,58,1,0,1,1,15,29,0,-1,0,0,98,41,4,-1,-1,162,-1,88,4,52,10,257,-1,-1,-1,-1,1,117,15,-1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,N
175,83,285,8,3,-1,-1,0,4,34,37,0,58,1,0,1,1,37,30,0,-1,0,0,46,109,4,-1,-1,118,-1,45,4,42,28,285,-1,-1,-1,-1,1,75,37,-1,0,5,5,11,0,0,0,5,4,5,33,0,15,5,0,5,5,59,0,9,5,N
175,27,153,7,2,-1,-1,0,9,9,11,0,21,3,0,3,3,11,15,0,-1,0,0,55,41,9,-1,-1,95,-1,33,9,29,3,153,-1,-1,-1,-1,1,48,11,-1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,N
175,45,98,2,2,-1,-1,0,2,5,6,0,27,1,0,1,1,6,8,0,-1,0,0,14,26,2,-1,-1,45,-1,12,2,23,5,98,-1,-1,-1,-1,1,20,6,-1,1,2,3,16,0,0,0,3,2,9,6,1,15,7,1,2,2,37,0,9,3,N
175,57,76,2,2,-1,-1,0,3,2,4,0,18,2,0,2,2,4,5,0,-1,0,0,17,17,3,-1,-1,41,-1,9,3,19,2,76,-1,-1,-1,-1,1,14,4,-1,2,0,2,6,1,1,1,2,2,14,-9,2,18,6,2,2,0,15,0,8,2,Y
175,11,132,2,2,-1,-1,0,1,13,13,0,23,1,0,1,1,13,17,0,-1,0,0,18,54,1,-1,-1,55,-1,18,1,21,13,132,-1,-1,-1,-1,1,35,13,-1,0,1,1,2,0,0,0,1,1,6,0,0,9,6,0,1,1,11,0,7,1,N
175,24,171,4,3,-1,-1,0,5,5,11,0,37,2,0,2,2,11,23,0,-1,0,0,48,30,5,-1,-1,104,-1,47,5,45,5,171,-1,-1,-1,-1,1,70,11,-1,0,0,0,1,0,0,0,0,0,4,0,0,3,4,0,-1,0,4,0,4,0,Y
175,53,106,2,2,-1,-1,0,3,12,12,0,26,2,0,2,2,12,12,0,-1,0,0,24,29,3,-1,-1,51,-1,21,3,19,6,106,-1,-1,-1,-1,1,33,12,-1,0,0,-1,2,0,0,0,-1,0,4,0,0,3,-2,0,0,0,5,0,-2,-1,N
175,51,440,20,12,-1,-1,0,6,30,42,0,84,2,0,2,2,42,66,0,-1,0,0,92,153,6,-1,-1,203,-1,81,6,77,18,440,-1,-1,-1,-1,1,147,42,-1,1,2,4,4,0,0,0,4,5,12,9,1,20,11,1,6,0,33,0,16,4,Y
175,11,354,19,7,-1,-1,0,10,25,35,0,60,2,0,2,2,36,46,0,-1,0,0,87,119,11,-1,-1,175,-1,80,10,62,14,354,-1,-1,-1,-1,1,126,35,-1,0,0,1,3,0,0,0,1,2,4,0,0,6,3,0,2,0,9,0,5,1,N
61,17,188,7,1,-1,-1,0,3,20,22,0,33,1,0,1,1,22,26,0,-1,0,0,28,63,3,-1,-1,92,-1,28,3,40,20,188,-1,-1,-1,-1,1,54,22,-1,0,2,2,3,0,0,0,2,3,2,6,0,8,2,0,4,2,17,0,5,2,N
71,182,550,12,5,-1,-1,0,6,35,46,0,43,1,0,1,1,48,54,0,-1,0,0,94,307,6,-1,-1,201,-1,88,6,61,32,550,-1,-1,-1,-1,1,142,46,-1,0,0,0,3,0,0,0,0,1,5,35,0,2,2,0,2,0,40,0,3,0,Y
71,21,420,2,1,-1,-1,0,15,5,23,0,102,4,0,5,4,26,47,0,-1,0,0,170,47,18,-1,-1,272,-1,110,15,91,5,420,-1,-1,-1,-1,1,157,23,-1,0,-1,-1,3,0,1,0,-1,-2,-2,-7,0,-7,-2,0,-4,-1,-11,0,-4,-1,N
71,3,169,12,3,-1,-1,0,2,7,9,0,36,1,0,1,1,9,20,0,-1,0,0,24,60,2,-1,-1,72,-1,25,2,40,7,168,-1,-1,-1,-1,1,45,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,N
107,7,74,6,5,-1,-1,0,1,2,2,0,11,1,0,1,1,2,2,0,-1,0,0,20,27,1,-1,-1,36,-1,2,1,13,2,74,-1,-1,-1,-1,1,4,2,-1,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,1,0,7,0,0,0,Y
107,59,404,31,14,-1,-1,0,7,31,43,0,70,1,0,1,1,43,51,0,-1,0,0,79,144,7,-1,-1,195,-1,72,7,78,31,405,-1,-1,-1,-1,1,123,43,-1,0,0,2,5,0,0,0,2,1,8,12,0,12,6,0,3,0,29,0,7,2,Y
107,72,362,14,5,-1,-1,0,4,39,44,0,68,1,0,1,1,44,51,0,-1,0,0,69,122,4,-1,-1,173,-1,65,4,66,37,361,-1,-1,-1,-1,1,116,44,-1,0,4,5,3,0,0,0,5,3,3,49,0,12,2,0,5,4,62,0,5,5,N
107,35,275,18,5,-1,-1,0,4,11,16,0,58,1,0,1,1,16,30,0,-1,0,0,104,51,4,-1,-1,169,-1,92,4,52,11,274,-1,-1,-1,-1,1,122,16,-1,0,1,1,0,0,0,0,1,1,6,10,0,7,4,0,0,1,17,0,5,1,N
107,2,153,8,2,-1,-1,0,9,9,11,0,21,3,0,3,3,11,15,0,-1,0,0,55,41,9,-1,-1,95,-1,33,9,29,3,153,-1,-1,-1,-1,1,48,11,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
107,10,131,1,1,-1,-1,0,1,25,25,0,22,1,0,1,1,25,26,0,-1,0,0,2,73,1,-1,-1,36,-1,2,1,31,25,131,-1,-1,-1,-1,1,28,25,-1,0,1,1,1,0,0,0,1,1,0,6,0,1,0,0,1,1,8,0,1,1,N
40,10,138,4,2,-1,-1,0,1,8,8,0,13,1,0,1,1,8,7,0,-1,0,0,26,56,1,-1,-1,69,-1,9,1,34,8,138,-1,-1,-1,-1,1,16,8,-1,0,1,1,1,0,0,0,1,0,1,4,0,5,1,0,3,1,10,0,1,1,Y
109,16,335,8,0,-1,-1,0,1,20,20,0,34,1,0,1,1,20,21,0,-1,0,0,39,188,1,-1,-1,112,-1,31,1,46,20,334,-1,-1,-1,-1,1,52,20,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,N
